,Unnamed: 0,time,left_pwm,right_pwm,left_pressure,right_pressure,left_flex,right_flex,base_pos_x,base_pos_y,tip_pos_x,tip_pos_y,tip_disp_x,tip_disp_y,bend_angle
0,0,0.0,0.0,0.0,23.0,40.0,653.0,642.0,607.6072542449627,243.81669734323842,586.0840447672143,400.84201011557747,-21.510044566642478,157.00961896313424,-0.13615069897511606
1,1,0.030029296875,0.0,0.0,23.0,40.0,651.0,643.0,607.6819673050768,243.76775169603152,586.1362723410882,400.8900645803572,-21.457816992768585,157.05767342791398,-0.13578312447031138
2,2,0.050048828125,0.0,0.0,23.0,40.0,653.0,643.0,607.6283547052481,243.7696517931083,586.0840447672143,400.84201011557747,-21.510044566642478,157.00961896313424,-0.13615069897511606
3,3,0.0799560546875,0.0,0.0,23.0,40.0,650.0,642.0,607.6072542449627,243.81669734323842,586.0609553147723,400.9408919505252,-21.533134019084514,157.108500798082,-0.13621031975726067
4,4,0.1099853515625,5.0,5.0,23.0,40.0,653.0,641.0,607.6766863953869,243.7688223251476,586.0840447672143,400.84201011557747,-21.510044566642478,157.00961896313424,-0.13615069897511606
5,5,0.1400146484375,5.0,5.0,23.0,40.0,651.0,641.0,607.6072542449627,243.81669734323842,586.0840447672143,400.84201011557747,-21.510044566642478,157.00961896313424,-0.13615069897511606
6,6,0.1700439453125,5.0,5.0,23.0,40.0,651.0,641.0,607.6283547052481,243.7696517931083,586.0840447672143,400.84201011557747,-21.510044566642478,157.00961896313424,-0.13615069897511606
7,7,0.1900634765625,5.0,5.0,23.0,40.0,651.0,642.0,607.6283547052481,243.7696517931083,586.0840447672143,400.84201011557747,-21.510044566642478,157.00961896313424,-0.13615069897511606
8,8,0.219970703125,5.0,5.0,23.0,40.0,652.0,644.0,607.7464706060441,243.7947022159539,586.1505278925582,400.9106052700454,-21.443561441298584,157.07821411760216,-0.13567649287908604
9,9,0.25,5.0,5.0,23.0,40.0,655.0,646.0,607.7464706060441,243.7947022159539,586.1505278925582,400.9106052700454,-21.443561441298584,157.07821411760216,-0.13567649287908604
10,10,0.280029296875,5.0,5.0,24.0,41.0,651.0,642.0,607.7648329417157,243.86937961253486,586.1446596259692,400.96015275461497,-21.44942970788759,157.12776160217174,-0.13567089660156922
11,11,0.31005859375,5.0,5.0,24.0,40.0,653.0,643.0,607.8342743575386,243.72940676291225,586.1446596259692,400.96015275461497,-21.44942970788759,157.12776160217174,-0.13567089660156922
12,12,0.3299560546875,5.0,5.0,23.0,40.0,650.0,645.0,607.8154224792099,243.7471444542559,586.1446596259692,400.96015275461497,-21.44942970788759,157.12776160217174,-0.13567089660156922
