,time,left_pwm,right_pwm,left_pressure,right_pressure,left_flex,right_flex,base_pos_x,base_pos_y,tip_pos_x,tip_pos_y
0,0.0,0.0,0.0,23.0,39.0,647.0,638.0,607.4831822006397,243.90349605394357,586.1855137604995,401.2048711265741
1,0.02996826171875,0.0,0.0,23.0,39.0,645.0,640.0,607.4831822006397,243.90349605394357,586.3036074886445,401.3479626124985
2,0.04998779296875,0.0,0.0,23.0,40.0,644.0,639.0,607.5824449670267,243.8734080777664,586.1381561988344,401.32764276586613
3,0.08001708984375,85.0,85.0,23.0,41.0,645.0,638.0,607.2737227715606,243.85739431057613,585.9632288773951,401.20710549094815
4,0.1099853515625,85.0,85.0,23.0,35.0,647.0,637.0,607.1952143322078,243.87126587644468,588.3326223305231,402.24372791977635
5,0.1400146484375,85.0,85.0,23.0,32.0,646.0,637.0,607.1952143322078,243.87126587644468,588.3326223305231,402.24372791977635
6,0.16998291015625,85.0,85.0,23.0,37.0,644.0,634.0,607.1345387688133,243.83767192082826,595.1650290382814,404.4945971363093
7,0.20001220703125,85.0,85.0,23.0,38.0,640.0,633.0,607.1952143322078,243.87126587644468,603.8090714453411,406.53175973516954
8,0.22998046875,85.0,85.0,23.0,38.0,632.0,629.0,607.2580451140724,243.83957288563474,608.3686024534729,407.6953418389606
9,0.260009765625,85.0,85.0,23.0,39.0,630.0,620.0,607.1952143322078,243.87126587644468,609.1446843168075,408.12211598072713
10,0.27996826171875,85.0,85.0,23.0,37.0,622.0,615.0,607.0831753016388,243.82763317751747,610.2287735949304,408.55746280924393
11,0.30999755859375,85.0,85.0,23.0,39.0,614.0,610.0,607.0831753016388,243.82763317751747,610.2287735949304,408.55746280924393
12,0.3399658203125,85.0,85.0,23.0,39.0,609.0,604.0,607.1281600466145,243.9015066223096,614.0831773877549,408.93342818599365
13,0.3699951171875,85.0,85.0,24.0,25.0,603.0,597.0,607.2457606282447,243.82384264793689,619.2715894980124,409.2178433576744
14,0.39996337890625,85.0,85.0,23.0,35.0,595.0,591.0,607.1753246717328,243.83121881379478,621.2947098664006,409.30492517141215
15,0.42999267578125,85.0,85.0,23.0,26.0,593.0,590.0,607.2580451140724,243.83957288563474,620.78561241496,409.61349404976886
16,0.4599609375,85.0,85.0,23.0,34.0,592.0,583.0,607.1975200054579,243.84014188227357,620.3185509933247,409.67677867431854
17,0.489990234375,85.0,85.0,23.0,38.0,587.0,578.0,607.1952143322078,243.87126587644468,622.57639643139,409.7390783386442
18,0.52001953125,85.0,85.0,23.0,39.0,585.0,576.0,607.0982159184356,243.84514310489524,625.9533528817858,409.83052100762313
19,0.54998779296875,85.0,85.0,23.0,39.0,577.0,573.0,607.0982159184356,243.84514310489524,627.2070736453503,409.7023723651078
20,0.58001708984375,85.0,85.0,23.0,39.0,579.0,568.0,607.0982159184356,243.84514310489524,627.2070736453503,409.7023723651078
21,0.5999755859375,85.0,85.0,24.0,40.0,576.0,569.0,607.0831753016388,243.82763317751747,625.8401986110173,409.9050824191456
22,0.6300048828125,85.0,85.0,23.0,39.0,577.0,565.0,607.2275880307808,243.84136863441168,624.9509910435104,409.7698968035596
23,0.65997314453125,85.0,85.0,23.0,38.0,576.0,564.0,607.3648360911326,243.84556710942337,626.647801583477,410.06648914678294
24,0.69000244140625,85.0,85.0,23.0,32.0,572.0,562.0,607.3019921719149,243.8772672162013,629.3211290989868,409.9246209799924
25,0.719970703125,85.0,85.0,23.0,36.0,566.0,561.0,607.3019921719149,243.8772672162013,629.3211290989868,409.9246209799924
26,0.75,85.0,85.0,23.0,39.0,570.0,559.0,607.3648360911326,243.84556710942337,628.8832204912311,410.0871121674021
27,0.77996826171875,85.0,85.0,23.0,39.0,568.0,557.0,607.3648360911326,243.84556710942337,627.977327183024,410.02578198446827
28,0.80999755859375,85.0,85.0,23.0,39.0,567.0,559.0,607.3648360911326,243.84556710942337,627.977327183024,410.02578198446827
29,0.8399658203125,85.0,85.0,23.0,40.0,571.0,561.0,607.3019921719149,243.8772672162013,628.9916326139305,410.1453306166554
30,0.8699951171875,85.0,85.0,23.0,37.0,563.0,559.0,607.2048910863775,243.85111781461617,631.125989737941,409.8664661119528
31,0.89996337890625,85.0,85.0,23.0,39.0,561.0,555.0,607.3648360911326,243.84556710942337,631.5585482158069,409.9218642406068
32,0.91998291015625,85.0,85.0,23.0,40.0,562.0,556.0,607.380545286553,243.86339965549203,630.5343433577588,409.8650389830211
33,0.95001220703125,85.0,85.0,23.0,38.0,567.0,556.0,607.2267440646834,243.86001161078735,629.2013620827544,410.12280684877953
34,0.97998046875,85.0,85.0,24.0,12.0,565.0,556.0,607.3019921719149,243.8772672162013,630.3597953566205,409.95988980400745
35,1.010009765625,85.0,85.0,23.0,23.0,559.0,555.0,607.2565038885832,243.86126867304864,631.8232629483297,409.9611532868406
36,1.03997802734375,85.0,85.0,23.0,34.0,560.0,555.0,607.2565038885832,243.86126867304864,631.8232629483297,409.9611532868406
37,1.07000732421875,85.0,85.0,24.0,29.0,560.0,554.0,607.3600330211628,243.87968459317207,632.2338879081141,409.8799824095537
38,1.0999755859375,85.0,85.0,23.0,36.0,561.0,552.0,607.3042654269933,243.8461279447799,631.2408759091599,409.96863330102286
39,1.1300048828125,85.0,85.0,23.0,38.0,562.0,554.0,607.3019921719149,243.8772672162013,630.3597953566205,409.95988980400745
40,1.15997314453125,85.0,85.0,23.0,33.0,561.0,552.0,607.2820433633425,243.83719730814178,631.125989737941,409.8664661119528
